word, phonetic
Compiègne, kɔ̃pjɛɲ
Compostelle, kɔ̃pɔstɛl
Comédie-Française, kɔmedifʁɑ̃sɛz
Conakry, kɔnakʁi
Conan, kɔnɑ̃
Concarneau, kɔ̃kaʁno
Condorcet, kɔ̃dɔʁsɛ
Condroz, kɔ̃dʁoz
Conflans-Sainte-Honorine, kɔ̃flɑ̃sɛ̃tɔnɔʁin
Confucius, kɔ̃fysjys
Congo, kɔ̃ɡo
Connecticut, kɔnɛktikœt
Conrad, kɔ̃ʁad
Constance, kɔ̃stɑ̃s
Constant, kɔ̃stɑ̃
Constantin, kɔ̃stɑ̃tɛ̃
Constantine, kɔ̃stɑ̃tin
Constantinople, kɔ̃stɑ̃tinɔpl
Cook, kuk
Copenhague, kɔpənaɡ
Copernic, kɔpɛʁnik
Coralie, kɔʁali
Corbeil-Essonnes, kɔʁbɛjesɔn
Corbières, kɔʁbjɛʁ
Cordoue, kɔʁdu
Corentin, kɔʁɑ̃tɛ̃
Corfou, kɔʁfu
Corine, kɔʁin
Corinne, kɔʁin
Corinthe, kɔʁɛ̃t
Coriolis, kɔʁjɔlis
Cormeilles-en-Parisis, kɔʁmɛjɑ̃paʁizi
Corneille, kɔʁnɛj
Cornouailles, kɔʁnuaj
Corogne, kɔʁɔɲ
Corrèze, kɔʁɛz
Corse, kɔʁs
Corse-du-Sud, kɔʁsdysyd
Cortés, kɔʁtɛs
Corée, kɔʁe
Costa, kɔsta
Cotentin, kɔtɑ̃tɛ̃
Cotonou, kɔtɔnu
Cotton, kɔtɔ̃
Coty, kɔti
Coubertin, kubɛʁtɛ̃
Coudekerque-Branche, kudkɛʁkbʁɑ̃ʃ
Couesnon, kwɛnɔ̃
Coulomb, kulɔ̃
Courant, kuʁɑ̃
Courbet, kuʁbɛ
Courbevoie, kuʁbəvwa
Courcelles, kuʁsɛl
Courneuve, kuʁnœv
Courteline, kuʁtəlin
Courtrai, kuʁtʁɛ
Cousteau, kusto
Coué, kwe
Coxyde, kɔksid
Cracovie, kʁakɔvi
Creil, kʁɛj
Creuse, kʁøz
Creusot, kʁøzo
Creutzfeldt-Jakob, kʁøtzfɛldʒakɔb
Crimée, kʁime
Croatie, kʁɔasi
Crofton, kʁɔftɔn
Crohn, kʁon
Croix, kʁwa
Cromwell, kʁɔmwɛl
Crusoé, kʁyzɔe
Crète, kʁɛt
Crésus, kʁezys
Créteil, kʁetɛj
Cuba, kyba
Cuneo, kyneo
Cupidon, kypidɔ̃
Curaçao, kyʁaso
Curie, kyʁi
Cuvier, kyvje
Cuzco, kyzko
Cybèle, sibɛl
Cyclades, siklad
Cynthia, sintja
Cyprien, sipʁijɛ̃
Cyrano, siʁano
Cyril, siʁil
Cyrille, siʁil
Cyrène, siʁɛn
Cyrénaïque, siʁenaik
Czestochowa, tʃɛstɔʃɔva
Cécile, sesil
Cécilia, sesilja
Cédric, sedʁik
Célestin, selɛstɛ̃
Célestine, selɛstin
Célia, selja
Célimène, selimɛn
Céline, selin
Cérès, seʁɛs
César, sezaʁ
Cévennes, sevɛn
Cézanne, sezan
Cîteaux, sito
Côme, kom
Côte-Nord, kotnɔʁ
Côte-Saint-Luc, kotsɛ̃lyk
Côte-d'Or, kotdɔʁ
Côtes-du-Nord, kotdynɔʁ
DESS, døɛsɛs
DEUG, dœɡ
DHEA, deaʃøa
DJ, didʒɛ
DOM, dɔm
DOM-TOM, dɔmtɔm
DRH, deɛʁaʃ
DVD, devede
DVD-ROM, devedeʁɔm
Da, da
Dacca, daka
Dacie, dasi
Dagobert, daɡɔbɛʁ
Daguerre, daɡɛʁ
Dahl, dal
Dahomey, daɔmɛ
Dakar, dakaʁ
Dakota, dakɔta
Dallas, dalas
Dalmatie, dalmasi
Dalton, daltɔn
Dalí, dali
Damas, damas
Damase, damaz
Damien, damjɛ̃
Dammarie-les-Lys, damaʁilelis
Damoclès, damɔklɛs
Danaé, danae
Danemark, danmaʁk
Daniel, danjɛl
Danielle, danjɛl
Danilevsky, danilɛvski
Danièle, danjɛl
Danone, danɔn
Dante, dɑ̃t
Danton, dɑ̃tɔ̃
Dantzig, dɑ̃tziɡ
Danube, danyb
Dany, dani
Darboux, daʁbu
Dardanelles, daʁdanɛl
Darfour, daʁfuʁ
Darius, daʁjys
Darjeeling, daʁʒiliŋ
Darwin, daʁwin
Dassault, daso
Daudet, dodɛ
Dauphiné, dofine
David, david
Davy, davi
Dax, daks
Deauville, dovil
Debrecen, debʁesɛn
Debussy, dəbysi
Dedekind, dɛdkɛ̃
Defoe, dəfo
Degas, dəɡas
Dehn, dɛn
Deinze, dɛjnz
Deirdre, dɛʁdʁ
Delacroix, dəlakʁwa
Delaunay, dəlonɛ
Delaware, dəlawaʁ
Delhi, deli
Delphes, dɛlf
Delphine, dɛlfin
Delvaux, dɛlvo
Denain, dənɛ̃
Denis, dəni
Denise, dəniz
Denjoy, dɛnʒɔj
Denver, dɛnveʁ
Derrida, deʁida
Desargues, dəzaʁɡ
Descartes, dekaʁt
Deschanel, deʃanɛl
Desmoulins, demulɛ̃
Despina, dɛspina
Detroit, detʁwa
Deucalion, døkaljɔ̃
Deuil-la-Barre, dœjlabaʁ
Deutéronome, døteʁɔnɔm
Deux-Siciles, døsisil
Deux-Sèvres, døsɛvʁ
Dhabi, dabi
Diane, djan
Dickens, dikəns
Diderot, didʁo
Didier, didje
Diego, djeɡo
Diekirch, dikiʁʃ
Dieppe, djɛp
Diest, dist
Dietikon, ditikɔn
Dieu, djø
Differdange, difɛʁdɑ̃ʒ
Digne-les-Bains, diɲlebɛ̃
Dijon, diʒɔ̃
Dilbeek, dilbik
Dimitri, dimitʁi
Dinant, dinɑ̃
Dioclétien, djɔkletjɛ̃
Diogène, djɔʒɛn
Diois, diwa
Dionysos, djɔnizos
Dioné, djɔne
Diophante, djɔfɑ̃t
Dirac, diʁak
Dirichlet, diʁiklɛ
Disney, disnɛ
Djamel, dʒamɛl
Djeddah, dʒeda
Djerba, dʒɛʁba
Djibouti, dʒibuti
Djoser, dʒoze
Dnipropetrovsk, dnipʁɔpɛtʁɔvsk
Docteure, dɔktœʁ
Dodoma, dɔdɔma
Doha, dɔa
Dole, dɔl
Dollard-des-Ormeaux, dɔlaʁdezɔʁmo
Dolorès, dɔlɔʁɛs
Dombes, dɔ̃b
Dominique, dɔminik
Domitien, dɔmisjɛ̃
Domitille, dɔmitij
Donatien, dɔnasjɑ̃
Donetsk, dɔnɛtsk
Donovan, dɔnɔvɑn
Doppler, dɔpləʁ
Dordogne, dɔʁdɔɲ
Dorian, dɔʁjɑ̃
Dorothée, dɔʁɔte
Dortmund, dɔʁtmunt
Dostoïevski, dɔstɔjɛvski
Douai, dwɛ
Douala, dwala
Doubs, du
Douchanbé, duʃɑ̃be
Doumer, dume
Doumergue, dumɛʁɡ
Douvres, duvʁ
Doyle, dɔjl
Dr, dʁ
Dracula, dʁakyla
Draguignan, dʁaɡiɲɑ̃
Drake, dʁak
Drancy, dʁɑ̃si
Draveil, dʁavɛj
Dre, dʁə
Dresde, dʁɛzd
Dreux, dʁø
Drummondville, dʁumɔ̃dvil
Drôme, dʁom
Dubaï, dubaj
Dublin, dyblɛ̃
Duchenne, dyʃɛn
Dudelange, dydlɑ̃ʒ
Duisburg, dɥisbyʁ
Dukas, dyka
Dulac, dylak
Dumas, dyma
Dunant, dynɑ̃
Dunedin, dynədin
Dunford, dənfɔʁd
Dunkerque, dœ̃kɛʁk
Duplessis, dyplesi
Durance, dyʁɑ̃s
Durban, dyʁbɑn
Durbuy, dyʁbɥi
Durkheim, dyʁkɛm
Dvorák, dvɔʁak
Dyck, dik
Dylan, dilɑn
Dynkin, dinkin
Dysnomie, disnɔmi
Déborah, debɔʁa
Décines-Charpieu, desinʃaʁpjø
Déimos, deimos
Délos, delos
Démocrite, demɔkʁit
Démosthène, demɔstɛn
Déméter, dəmetɛʁ
Désiré, deziʁe
Dévoluy, devɔlɥi
Dübendorf, dubəndɔʁf
Düsseldorf, dusəldɔʁf
EDF, ødeɛf
ESA, eza
EUR, øʁ
Eaubonne, obɔn
Ebit, ebi
Echternach, ɛʃtəʁnak
Eddy, edi
Edegem, edəɡɛm
Edison, edisɔn
Edmond, ɛdmɔ̃
Edmonton, ɛdmɔntɔn
Edwige, edviʒ
Eeyou, iju
Ehrenpreis, ɛʁənpʁɛs
Ehresmann, ɛʁəsman
Eibit, ebit
Eiffel, efɛl
Eilenberg, ɛlənbɛʁɡ
Eindhoven, ɛndɔvən
Einstein, ajnʃtajn
Eio, ejo
Eisenbud, ɛzənbyd
Eisenhower, ajzənɔwəʁ
Eisenstein, ɛzənʃtajn
Ekaterinbourg, ekatʁɛinbuʁ
Elbrouz, ɛlbʁuz
Elena, elena
Eliott, əljɔt
Elohim, elɔim
Elsa, ɛlza
Emma, ema
Emmanuel, emanɥɛl
Emmanuelle, emanɥɛl
Emmaüs, emaus
Emmen, emɛn
Empédocle, ɑ̃pedɔkl
Encelade, ɑ̃səlad
Engels, ɛnɡəls
Enzo, ɛnzo
Eo, eo
Epstein, ɛpʃtajn
Erevan, eʁevan
Erfurt, ɛʁfuʁt
Ermont, ɛʁmɔ̃
Ernest, ɛʁnɛst
Erwan, ɛʁwɑn
Escaut, ɛsko
Esch-sur-Alzette, ɛʃsyʁalzɛt
Eschyle, ɛʃil
Esculape, ɛskylap
Esdras, ɛsdʁa
Esméralda, ɛsmeʁalda
Esneux, ɛnø
Espagne, ɛspaɲ
Espelette, ɛspəlɛt
Esquilin, ɛskilɛ̃
Essen, esən
Essex, esɛks
Essonne, ɛsɔn
Esteban, ɛstebɑn
Estelle, ɛstɛl
Esther, ɛstɛʁ
Estonie, ɛstɔni
Estrie, ɛstʁi
Estérel, ɛsteʁɛl
Ethan, etan
Ethernet, etɛʁnɛt
Etna, ɛtna
Ettelbruck, ɛtəlbʁyk
Etterbeek, ɛtəʁbik
Euclide, øklid
Eugène, øʒɛn
Eugénie, øʒeni
Eulalie, ølali
Euler, ølɛʁ
Eupen, øpən
Euphrate, øfʁat
Euphrosyne, øfʁozin
Eurasie, øʁazi
Eure, œʁ
Eure-et-Loir, œʁelwaʁ
Euripide, øʁipid
Eurogroupe, øʁɔɡʁup
Europe, øʁɔp
Europol, øʁɔpɔl
Eurydice, øʁidis
Evere, evɛʁ
Everest, evʁɛst
Evergem, evəʁɡɛm
Evrard, ɛvʁaʁ
Exbrayat, ɛksbʁɛja
Excalibur, ɛkskalibyʁ
F, ɛf
FAI, ɛfai
FAQ, ɛfaky
FBI, ɛfbiaj
FM, ɛfɛm
FMI, ɛfɛmi
FRF, ɛfɛʁɛf
FTP, ɛftepe
Fabergé, fabɛʁʒe
Fabian, fabjɑ̃
Fabien, fabjɛ̃
Fabienne, fabjɛn
Fabiola, fabjɔla
Fabrice, fabʁis
Fagnes, faɲ
Fahrenheit, faʁɛnajt
Faisalabad, fɛzalabad
Falkland, falklɑ̃d
Fallières, faljɛʁ
Fallope, falɔp
Famenne, famɛn
Fanny, fani
Faraday, faʁadɛ
Farid, faʁid
Faso, faso
Fatima, fatima
Fatou, fatu
Faulkner, fɔlknəʁ
Faure, fɔʁ
Faust, fost
Fayette, fajɛt
Federer, fedeʁɛʁ
Fehling, fɛliŋ
Feller, feləʁ
Ferdinand, fɛʁdinɑ̃
Fermat, fɛʁma
Fermi, fɛʁmi
Fernand, fɛʁnɑ̃
Fernande, fɛʁnɑ̃d
Feuerbach, føəʁbak
Feydeau, fedo
Feynman, fɛnmɑ̃
Fiacre, fjakʁ
Fibonacci, fibɔnatʃi
Fécamp, fekɑ̃
Félicie, felisi
Félicité, felisite
Félix, feliks
Fénelon, fenlɔ̃
Jean, ʒɑ̃/dʒin
Marc, maʁk/maʁ
Paul, pɔl
Rome, ʁɔm
Washington, waʃiŋtɔn
William, wiljam
abaissant, abɛsɑ̃
abaissement, abɛsmɑ̃
abaisser, abese
abandon, abɑ̃dɔ̃
abandonner, abɑ̃dɔne
abaque, abak
abat, aba
abatis, abati
abattage, abataʒ
abattant, abatɑ̃
abattement, abatmɑ̃
abattis, abati
abattoir, abatwaʁ
abattre, abatʁ
abbasside, abasid
abbatial, abasjal
abbatiat, abasja
abbaye, abei
abbesse, abɛs
abbé, abe
abc, abese
abcès, apsɛ
abdication, abdikasjɔ̃
abdiquer, abdike
abdomen, abdɔmɛn
abdominal, abdɔminal
abducteur, abdyktœʁ
abduction, abdyksjɔ̃
abeille, abɛj
aber, abɛʁ
aberrant, abeʁɑ̃
aberration, abeʁasjɔ̃
abhorrer, abɔʁe
abject, abʒɛkt
abjection, abʒɛksjɔ̃
abjuration, abʒyʁasjɔ̃
abjurer, abʒyʁe
ablatif, ablatif
ablation, ablasjɔ̃
ablution, ablysjɔ̃
abnégation, abneɡasjɔ̃
aboi, abwa
aboiement, abwamɑ̃
abolir, abɔliʁ
abolition, abɔlisjɔ̃
abolitionniste, abɔlisjɔnist
abominable, abɔminabl
abominablement, abɔminabləmɑ̃
abomination, abɔminasjɔ̃
abondamment, abɔ̃damɑ̃
abondance, abɔ̃dɑ̃s
abondant, abɔ̃dɑ̃
abonder, abɔ̃de
abonnement, abɔnmɑ̃
abonner, abɔne
abonné, abɔne
abord, abɔʁ
abordable, abɔʁdabl
abordage, abɔʁdaʒ
aborder, abɔʁde
aborigène, abɔʁiʒɛn
abouchement, abuʃmɑ̃
aboucher, abuʃe
aboulie, abuli
about, abu
aboutir, abutiʁ
aboutissant, abutisɑ̃
aboutissement, abutismɑ̃
aboyer, abwaje
abrasion, abʁazjɔ̃
abreuver, abʁœve
abreuvoir, abʁœvwaʁ
abri, abʁi
abricotier, abʁikɔtje
abriter, abʁite
abrogation, abʁɔɡasjɔ̃
abroger, abʁɔʒe
abrupt, abʁypt
abruptement, abʁyptəmɑ̃
abruti, abʁyti
abrutir, abʁytiʁ
abrutissement, abʁytismɑ̃
abréger, abʁeʒe
abrégé, abʁeʒe
abréviation, abʁevjasjɔ̃
abscisse, apsis
absence, apsɑ̃s
absent, apsɑ̃
absenter, apsɑ̃te
absentéisme, apsɑ̃teism
abside, apsid
absinthe, apsɛ̃t
absolu, apsɔly
absoluité, apsɔlyite
absolument, apsɔlymɑ̃
absolution, apsɔlysjɔ̃
absolutisme, apsɔlytism
absolutiste, apsɔlytist
absorbant, apsɔʁbɑ̃
absorber, apsɔʁbe
absorption, apsɔʁpsjɔ̃
absoudre, apsudʁ
abstenir, apstəniʁ
abstention, apstɑ̃sjɔ̃
abstentionnisme, apstɑ̃sjɔnism
abstinence, apstinɑ̃s
abstract, apstʁakt
abstraction, apstʁaksjɔ̃
abstraire, apstʁɛʁ
abstrait, apstʁɛ
abstraitement, apstʁɛtmɑ̃
absurde, apsyʁd
absurdement, apsyʁdəmɑ̃
absurdité, apsyʁdite
abus, aby
abuser, abyze
abusif, abyzif
abusivement, abyzivmɑ̃
abyme, abim
abyssal, abisal
abyssin, abisɛ̃
abâtardissement, abataʁdismɑ̃
abécédaire, abesedɛʁ
abîme, abim
abîmer, abime
acabit, akabi
acacia, akasja
acadien, akadjɛ̃
académicien, akademisjɛ̃
académie, akademi
académique, akademik
académisme, akademism
acajou, akaʒu
acanthe, akɑ̃t
acariâtre, akaʁjatʁ
accablant, akablɑ̃
accablement, akabləmɑ̃
accabler, akable
accalmie, akalmi
accaparement, akapaʁmɑ̃
accaparer, akapaʁe
accapareur, akapaʁœʁ
accent, aksɑ̃
accentuation, aksɑ̃tɥasjɔ̃
accentuer, aksɑ̃tɥe
acceptabilité, aksɛptabilite
acceptable, aksɛptabl
acceptant, aksɛptɑ̃
acceptation, aksɛptasjɔ̃
accepter, aksɛpte
accepteur, aksɛptœʁ
acception, aksɛpsjɔ̃
accessibilité, aksesibilite
accessible, aksesibl
accession, aksesjɔ̃
accessit, aksesit
accessoire, akseswaʁ
accessoirement, akseswaʁmɑ̃
accident, aksidɑ̃
accidentel, aksidɑ̃tɛl
accidentellement, aksidɑ̃tɛlmɑ̃
accidenter, aksidɑ̃te
accidenté, aksidɑ̃te
accise, aksiz
acclamation, aklamasjɔ̃
acclamer, aklame
acclimatation, aklimatasjɔ̃
acclimatement, aklimatmɑ̃
acclimater, aklimate
accointance, akwɛ̃tɑ̃s
accolade, akɔlad
accolement, akɔlmɑ̃
accoler, akɔle
accommodant, akɔmɔdɑ̃
accommodation, akɔmɔdasjɔ̃
accommodement, akɔmɔdmɑ̃
accommoder, akɔmɔde
accompagnant, akɔ̃paɲɑ̃
accompagnateur, akɔ̃paɲatœʁ
accompagnement, akɔ̃paɲmɑ̃
accompagner, akɔ̃paɲe
accomplir, akɔ̃pliʁ
accomplissement, akɔ̃plismɑ̃
accord, akɔʁ
accorder, akɔʁde
accordé, akɔʁde
accordéon, akɔʁdeɔ̃
accostage, akɔstaʒ
accoster, akɔste
accotement, akɔtmɑ̃
accouchement, akuʃmɑ̃
accoucher, akuʃe
accoucheur, akuʃœʁ
accouplement, akupləmɑ̃
accoupler, akuple
accourir, akuʁiʁ
accoutrement, akutʁəmɑ̃
accoutumance, akutymɑ̃s
accoutumer, akutyme
accroc, akʁo
accrochage, akʁɔʃaʒ
accroche, akʁɔʃ
accrocher, akʁɔʃe
accroire, akʁwaʁ
accroissement, akʁwasmɑ̃
accroupir, akʁupiʁ
accroître, akʁwatʁ
accréditation, akʁeditasjɔ̃
accréditer, akʁedite
accu, aky
accueil, akœj
accueillant, akœjɑ̃
accueillir, akœjiʁ
acculer, akyle
acculturation, akyltyʁasjɔ̃
accumulateur, akymylatœʁ
accumulation, akymylasjɔ̃
accumuler, akymyle
accusateur, akyzatœʁ
accusatif, akyzatif
accusation, akyzasjɔ̃
accuser, akyze
accusé, akyze
accès, aksɛ
accédant, aksedɑ̃
accéder, aksede
accédé, aksede
accélérateur, akseleʁatœʁ
accélération, akseleʁasjɔ̃
accélérer, akseleʁe
ace, ɛs
acerbe, asɛʁb
acharnement, aʃaʁnəmɑ̃
acharner, aʃaʁne
acharné, aʃaʁne
achat, aʃa
ache, aʃ
acheminement, aʃminmɑ̃
acheminer, aʃmine
acheter, aʃte
acheteur, aʃtœʁ
achever, aʃve
achoppement, aʃɔpmɑ̃
achromatique, akʁɔmatik
achromatisme, akʁɔmatism
achète, aʃɛt
achèvement, aʃɛvmɑ̃
achéménide, akemenid
acide, asid
acidification, asidifikasjɔ̃
acidité, asidite
acidose, asidoz
aciduler, asidyle
acier, asje
aciérie, asjeʁi
acmé, akme
acné, akne
acolyte, akɔlit
acompte, akɔ̃t
aconit, akɔnit
acoustique, akustik
acquiescement, akjɛsmɑ̃
acquiescer, akjese
acquis, aki
acquisition, akizisjɔ̃
acquit, aki
acquittement, akitmɑ̃
acquitter, akite
acquitté, akite
acquéreur, akeʁœʁ
acquérir, akeʁiʁ
acquêt, akɛ
acre, akʁ
acrimonie, akʁimɔni
acrobate, akʁɔbat
acrobatie, akʁɔbasi
acrobatique, akʁɔbatik
acromion, akʁɔmjɔ̃
acronyme, akʁɔnim
acropole, akʁɔpɔl
acrylique, akʁilik
actant, aktɑ̃
acte, akt
acter, akte
acteur, aktœʁ
actif, aktif
actine, aktin
actinomycose, aktinɔmikoz
action, aksjɔ̃
actionnaire, aksjɔnɛʁ
actionnariat, aksjɔnaʁja
actionner, aksjɔne
activation, aktivasjɔ̃
activement, aktivmɑ̃
activer, aktive
activisme, aktivism
activiste, aktivist
activité, aktivite
actu, akty
actualisation, aktɥalizasjɔ̃
actualiser, aktɥalize
actualité, aktɥalite
actuel, aktɥɛl
actuellement, aktɥɛlmɑ̃
acuité, akɥite
acupuncture, akypɔ̃ktyʁ
acéphale, asefal
acétate, asetat
acétique, asetik
acétone, asetɔn
acétylcholine, asetilkɔlin
acétylène, asetilɛn
ad, ad
adage, adaʒ
adamique, adamik
adaptabilité, adaptabilite
adaptable, adaptabl
adaptateur, adaptatœʁ
adaptatif, adaptatif
adaptation, adaptasjɔ̃
adapter, adapte
addiction, adiksjɔ̃
additif, aditif
addition, adisjɔ̃
additionnel, adisjɔnɛl
additionner, adisjɔne
adducteur, adyktœʁ
adduction, adyksjɔ̃
adepte, adɛpt
adhérence, adeʁɑ̃s
adhérent, adeʁɑ̃
adhérer, adeʁe
adhésif, adezif
adhésion, adezjɔ̃
adiabatique, adjabatik
adieu, adjø
adipeux, adipø
adire, adiʁ
adjacent, adʒasɑ̃
adjectif, adʒɛktif
adjectival, adʒɛktival
adjoindre, adʒwɛ̃dʁ
adjoint, adʒwɛ̃
adjonction, adʒɔ̃ksjɔ̃
adjudant, adʒydɑ̃
adjudicataire, adʒydikatɛʁ
adjudication, adʒydikasjɔ̃
adjuger, adʒyʒe
adjuration, adʒyʁasjɔ̃
adjuvant, adʒyvɑ̃
admettre, admɛtʁ
administrateur, administʁatœʁ
administratif, administʁatif
administration, administʁasjɔ̃
administrativement, administʁativmɑ̃
administrer, administʁe
administré, administʁe
admirable, admiʁabl
admirablement, admiʁabləmɑ̃
admirateur, admiʁatœʁ
admiratif, admiʁatif
admiration, admiʁasjɔ̃
admirer, admiʁe
admis, admi
admissibilité, admisibilite
admissible, admisibl
admission, admisjɔ̃
admonestation, admɔnɛstasjɔ̃
admonester, admɔnɛste
admonition, admɔnisjɔ̃
ado, ado
adolescence, adɔlesɑ̃s
adolescent, adɔlesɑ̃
adonc, adɔ̃k
adonner, adɔne
adoptant, adɔptɑ̃
adopter, adɔpte
adoptif, adɔptif
adoption, adɔpsjɔ̃
adopté, adɔpte
adorable, adɔʁabl
adorateur, adɔʁatœʁ
adoration, adɔʁasjɔ̃
adorer, adɔʁe
adoré, adɔʁe
ados, ado
adosser, adose
adoubement, adubmɑ̃
adoucir, adusiʁ
adoucissant, adusisɑ̃
adoucissement, adusismɑ̃
adressage, adʁesaʒ
adresse, adʁɛs
adresser, adʁese
adriatique, adʁijatik
adroit, adʁwa
adroitement, adʁwatmɑ̃
adrénaline, adʁenalin
adsorption, adsɔʁpsjɔ̃
adulation, adylasjɔ̃
adulte, adylt
adultère, adyltɛʁ
adultérer, adylteʁe
adultérin, adylteʁɛ̃
advenir, advəniʁ
adventice, advɑ̃tis
adverbe, advɛʁb
adverbial, advɛʁbjal
adversaire, advɛʁsɛʁ
adverse, advɛʁs
adversité, advɛʁsite
adynamie, adinami
adynamique, adinamik
adénite, adenit
adénome, adenom
adénopathie, adenɔpati
adéquat, adekwa
adéquatement, adekwatmɑ̃
adéquation, adekwasjɔ̃
affabilité, afabilite
affable, afabl
affabulation, afabylasjɔ̃
affaiblir, afebliʁ
affaiblissant, afeblisɑ̃
affaiblissement, afeblismɑ̃
affaire, afɛʁ
affairer, afeʁe
affairisme, afeʁism
affairiste, afeʁist
affaissement, afɛsmɑ̃
affaisser, afese
affamer, afame
affamé, afame
affect, afɛkt
affectation, afɛktasjɔ̃
affecter, afɛkte
affectif, afɛktif
affection, afɛksjɔ̃
affectionner, afɛksjɔne
affectivement, afɛktivmɑ̃
affectivité, afɛktivite
affectueusement, afɛktɥøzmɑ̃
affectueux, afɛktɥø
affermage, afɛʁmaʒ
affermer, afɛʁme
affermir, afɛʁmiʁ
affermissement, afɛʁmismɑ̃
affichage, afiʃaʒ
affiche, afiʃ
afficher, afiʃe
affidé, afide
affiliation, afiljasjɔ̃
affilier, afilje
affin, afɛ̃
affinage, afinaʒ
affinement, afinmɑ̃
affiner, afine
affinité, afinite
affirmatif, afiʁmatif
affirmation, afiʁmasjɔ̃
affirmativement, afiʁmativmɑ̃
affirmer, afiʁme
affixe, afiks
affleurement, aflœʁmɑ̃
affleurer, aflœʁe
affliction, afliksjɔ̃
affligeant, afliʒɑ̃
affliger, afliʒe
affligé, afliʒe
affluence, aflyɑ̃s
affluent, aflyɑ̃
affluer, aflye
afflux, afly
affolement, afɔlmɑ̃
affoler, afɔle
affolé, afɔle
affouage, afwaʒ
affranchi, afʁɑ̃ʃi
affranchir, afʁɑ̃ʃiʁ
affranchissement, afʁɑ̃ʃismɑ̃
affres, afʁ
affreusement, afʁøzmɑ̃
affreux, afʁø
affront, afʁɔ̃
affrontement, afʁɔ̃tmɑ̃
affronter, afʁɔ̃te
affrètement, afʁɛtmɑ̃
affréteur, afʁetœʁ
affubler, afyble
afférent, afeʁɑ̃
afféterie, afɛtʁi
affût, afy
afghan, afɡɑ̃
afin, afɛ̃
africain, afʁikɛ̃
africanisation, afʁikanizasjɔ̃
africanisme, afʁikanism
africaniste, afʁikanist
afro, afʁo
agace, aɡas
agacement, aɡasmɑ̃
agacer, aɡase
agaric, aɡaʁik
agate, aɡat
agave, aɡav
agaçant, aɡasɑ̃
age, aʒ
agence, aʒɑ̃s
agencement, aʒɑ̃smɑ̃
agencer, aʒɑ̃se
agenda, aʒɛ̃da
agender, aʒɑ̃de
agenouiller, aʒnuje
agenouillé, aʒnuje
agent, aʒɑ̃
aggiornamento, aʒjɔʁnamɛnto,adʒjɔʁnamɛnto
agglomérat, aɡlɔmeʁa
agglomération, aɡlɔmeʁasjɔ̃
agglomérer, aɡlɔmeʁe
aggloméré, aɡlɔmeʁe
agglutination, aɡlytinasjɔ̃
agglutiner, aɡlytine
aggravant, aɡʁavɑ̃
aggravation, aɡʁavasjɔ̃
aggraver, aɡʁave
agha, aɡa
agile, aʒil
agilité, aʒilite
agio, aʒjo
agiotage, aʒjɔtaʒ
agioteur, aʒjɔtœʁ
agir, aʒiʁ
agissant, aʒisɑ̃
agissement, aʒismɑ̃
agitant, aʒitɑ̃
agitateur, aʒitatœʁ
agitation, aʒitasjɔ̃
agiter, aʒite
agité, aʒite
agnatique, aɡnatik
agneau, aɲo
agnosie, aɡnozi
agnosticisme, aɡnɔstisism
agnostique, aɡnɔstik
agonie, aɡɔni
agonir, aɡɔniʁ
agonisant, aɡɔnizɑ̃
agora, aɡɔʁa
agrafe, aɡʁaf
agraire, aɡʁɛʁ
agrandir, aɡʁɑ̃diʁ
agrandissant, aɡʁɑ̃disɑ̃
agrandissement, aɡʁɑ̃dismɑ̃
agrarien, aɡʁaʁjɛ̃
agresser, aɡʁese
agresseur, aɡʁesœʁ
agressif, aɡʁesif
agression, aɡʁesjɔ̃
agressivement, aɡʁesivmɑ̃
agressivité, aɡʁesivite
agreste, aɡʁɛst
agricole, aɡʁikɔl
agriculteur, aɡʁikyltœʁ
agriculture, aɡʁikyltyʁ
agripper, aɡʁipe
agroalimentaire, aɡʁoalimɑ̃tɛʁ
agronome, aɡʁɔnɔm
agronomie, aɡʁɔnɔmi
agronomique, aɡʁɔnɔmik
agrume, aɡʁym
agrès, aɡʁɛ
agréable, aɡʁeabl
agréablement, aɡʁeabləmɑ̃
agréation, aɡʁeasjɔ̃
agréer, aɡʁee
agrégat, aɡʁeɡa
agrégation, aɡʁeɡasjɔ̃
agréger, aɡʁeʒe
agrégé, aɡʁeʒe
agrément, aɡʁemɑ̃
agrémenter, aɡʁemɑ̃te
aguerrir, aɡeʁiʁ
aguets, aɡɛ
ah, a
ahuri, ayʁi
ahurissement, ayʁismɑ̃
aidant, ɛdɑ̃
aide, ɛd
aider, ede
aigle, ɛɡl
aigre, ɛɡʁ
aigrement, ɛɡʁəmɑ̃
aigret, ɛɡʁɛ
aigreur, ɛɡʁœʁ
aigri, eɡʁi
aigrir, ɛɡʁiʁ
aigu, eɡy
aiguillage, eɡɥijaʒ
aiguille, eɡɥij
aiguiller, eɡɥije
aiguillon, eɡɥijɔ̃
aiguillonner, eɡɥijɔne
aiguiser, eɡize
aiguière, ɛɡjɛʁ
ail, aj
aile, ɛl
aileron, ɛlʁɔ̃
ailette, ɛlɛt
ailler, aje
ailleurs, ajœʁ
ailé, ele
aimable, ɛmabl
aimablement, ɛmabləmɑ̃
aimant, ɛmɑ̃
aimantation, ɛmɑ̃tasjɔ̃
aimanter, ɛmɑ̃te
aimer, eme
aimé, eme
aine, ɛn
